,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,currency,Currency,estruct,Earnings structure,ecase,Earnings case,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag),geo_3letter
157515,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LU,Luxembourg,2023,,54539.98,,,,,,LUX
157516,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LU,Luxembourg,2024,,56295.6,,,,,,LUX
157533,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2016,,15953.22,,,,,,LVA
157534,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2017,,17087.1,,,,,,LVA
157535,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2018,,18438.26,,,,,,LVA
157536,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2019,,19489.81,,,,,,LVA
157537,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2020,,20578.68,,,,,,LVA
157538,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2021,,24082.71,,,,,,LVA
157539,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2022,,24195.28,,,,,,LVA
157540,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2023,,26417.6,,,,,,LVA
157541,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,LV,Latvia,2024,,28902.57,,,,,,LVA
157553,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2016,,32972.55,,,,,,MLT
157554,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2017,,33074.78,,,,,,MLT
157555,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2018,,34177.25,,,,,,MLT
157556,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2019,,36667.91,,,,,,MLT
157557,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2020,,36470.49,,,,,,MLT
157558,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2021,,32956.23,,,,,,MLT
157559,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2022,,35711.17,,,,,,MLT
157560,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2023,,37687.61,,,,,,MLT
157561,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,MT,Malta,2024,,41977.82,,,,,,MLT
157578,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2016,,45004.64,,,,,,NLD
157579,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2017,,46091.55,,,,,,NLD
157580,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2018,,46807.27,,,,,,NLD
157581,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2019,,47194.01,,,,,,NLD
157582,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2020,,49942.36,,,,,,NLD
157583,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2021,,51950.57,,,,,,NLD
157584,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2022,,54459.63,,,,,,NLD
157585,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2023,,56686.93,,,,,,NLD
157586,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NL,Netherlands,2024,,59899.69,,,,,,NLD
157603,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2016,,43475.84,,,,,,NOR
157604,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2017,,45541.4,,,,,,NOR
157605,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2018,,46666.51,,,,,,NOR
157606,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2019,,47466.31,,,,,,NOR
157607,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2020,,47666.76,,,,,,NOR
157608,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2021,,50412.8,,,,,,NOR
157609,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2022,,52546.47,,,,,,NOR
157610,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2023,,55713.9,,,,,,NOR
157611,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,NO,Norway,2024,,58411.66,,,,,,NOR
157628,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2016,,24273.16,,,,,,POL
157629,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2017,,25294.41,,,,,,POL
157630,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2018,,26723.31,,,,,,POL
157631,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2019,,28300.74,,,,,,POL
157632,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2020,,31421.13,,,,,,POL
157633,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2021,,30013.54,,,,,,POL
157634,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2022,,32954.15,,,,,,POL
157635,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2023,,34932.43,,,,,,POL
157636,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PL,Poland,2024,,38000.28,,,,,,POL
157653,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2016,,20404.31,,,,,,PRT
157654,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2017,,20512.66,,,,,,PRT
157655,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2018,,21450.39,,,,,,PRT
157656,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2019,,22238.89,,,,,,PRT
157657,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2020,,21832.21,,,,,,PRT
157658,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2021,,23215.13,,,,,,PRT
157659,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2022,,24587.06,,,,,,PRT
157660,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2023,,26577.12,,,,,,PRT
157661,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,PT,Portugal,2024,,29479.67,,,,,,PRT
157670,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2016,,17078.94,,,,,,
157671,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2017,,18458.15,,,,,,
157672,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2018,,19983.06,,,,,,
157673,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2019,,21762.67,,,,,,
157674,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2020,,23003.3,,,,,,
157675,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2021,,24077.02,,,,,,
157676,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2022,,25320.68,,,,,,
157677,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2023,,28760.38,,,,,,
157678,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,RO,Romania,2024,,34774.26,,,,,,
157695,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2016,,36568.94,,,,,,SWE
157696,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2017,,36580.8,,,,,,SWE
157697,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2018,,37060.24,,,,,,SWE
157698,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2019,,37746.33,,,,,,SWE
157699,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2020,,38657.67,,,,,,SWE
157700,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2021,,39807.3,,,,,,SWE
157701,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2022,,41331.28,,,,,,SWE
157702,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2023,,43669.95,,,,,,SWE
157703,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SE,Sweden,2024,,45486.11,,,,,,SWE
157720,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2016,,22057.36,,,,,,
157721,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2017,,22659.42,,,,,,
157722,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2018,,23237.8,,,,,,
157723,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2019,,23981.67,,,,,,
157724,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2020,,25240.47,,,,,,
157725,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2021,,26590.35,,,,,,
157726,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2022,,28019.35,,,,,,
157727,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2023,,30064.33,,,,,,
157728,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SI,Slovenia,2024,,31543.09,,,,,,
157745,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2016,,17925.44,,,,,,
157746,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2017,,17575.02,,,,,,
157747,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2018,,18118.63,,,,,,
157748,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2019,,18780.49,,,,,,
157749,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2020,,19904.27,,,,,,
157750,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2021,,21508.33,,,,,,
157751,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2022,,22399.23,,,,,,
157752,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2023,,25025.63,,,,,,
157753,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,SK,Slovakia,2024,,27067.68,,,,,,
157770,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2016,,20571.16,,,,,,
157771,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2017,,20528.04,,,,,,
157772,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2018,,21050.07,,,,,,
157773,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2019,,23038.81,,,,,,
157774,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2020,,22661.08,,,,,,
157775,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2021,,21884.8,,,,,,
157776,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2022,,23744.46,,,,,,
157777,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2023,,31584.01,,,,,,
157778,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,TR,Türkiye,2024,,57214.42,,,,,,
157795,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,UK,United Kingdom,2016,,41449.44,,,,,,GBR
157796,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,UK,United Kingdom,2017,,42978.72,,,,,,GBR
157797,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,UK,United Kingdom,2018,,43835.85,,,,,,GBR
157798,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,UK,United Kingdom,2019,,45701.84,,,,,,GBR
157815,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2016,,44959.41,,,,,,USA
157816,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2017,,45873.39,,,,,,USA
157817,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2018,,48304.07,,,,,,USA
157818,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2019,,47840.92,,,,,,USA
157819,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2020,,49838.54,,,,,,USA
157820,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2021,,50766.92,,,,,,USA
157821,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2022,,51449.27,,,,,,USA
157822,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2023,,55135.57,,,,,,USA
157823,dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,PPS,Purchasing Power Standard,NET,Net earning,P1_NCH_AW167,Single person without children earning 167% of the average earning,US,United States,2024,,57416.14,,,,,,USA
